date,excellent,fair,good,link,product_id,product_name,rating,reviews
28_Oct_22,859.00,795.10,799.99,https://www.backmarket.co.uk/en-gb/p/iphone-13-256-gb-productred-unlocked/5532ef43-c5f1-41bf-8b9e-d3e659ab1424,iPhone 13 256 GB - Red - Unlocked,iPhone 13,4.6,116 reviews
28_Oct_22,,730.00,679.99,https://www.backmarket.co.uk/en-gb/p/iphone-13-256-gb-unlocked/c38d3dfb-6962-4d55-858b-7e1f15a0e665,iPhone 13 256 GB - Midnight - Unlocked,iPhone 13,4.6,116 reviews
28_Oct_22,709.99,694.99,709.99,https://www.backmarket.co.uk/en-gb/p/iphone-13-256-gb-unlocked/58c0e06e-f4b5-4553-a0a2-1f2a5d1da186,iPhone 13 256 GB - Starlight - Unlocked,iPhone 13,4.6,116 reviews
28_Oct_22,309.99,215.00,256.00,https://www.backmarket.co.uk/en-gb/p/iphone-xs-256-gb-silver-unlocked/900e1597-7f05-4384-b550-c6e1331e0a09,iPhone XS 256 GB - Silver - Unlocked,iPhone XS,4.1,383 reviews
28_Oct_22,607.57,541.94,574.99,https://www.backmarket.co.uk/en-gb/p/iphone-12-pro-max-128-gb-gold-unlocked/bcab50ce-1f30-4e13-a0eb-6dd7d98fefc5,iPhone 12 Pro Max 128 GB - Gold - Unlocked,iPhone 12 Pro Max,4.2,180 reviews
28_Oct_22,690.00,559.35,559.13,https://www.backmarket.co.uk/en-gb/p/iphone-12-pro-max-128-gb-silver-unlocked/9b830725-94d9-41b6-938d-f144ffb96729,iPhone 12 Pro Max 128 GB - Silver - Unlocked,iPhone 12 Pro Max,4.2,180 reviews
28_Oct_22,225.78,185.37,195.93,https://www.backmarket.co.uk/en-gb/p/iphone-xs-64-gb-silver-unlocked/ca10cd3e-2fcf-4263-8a07-852f6357972e,iPhone XS 64 GB - Silver - Unlocked,iPhone XS,4.1,384 reviews
28_Oct_22,249.00,191.21,193.78,https://www.backmarket.co.uk/en-gb/p/iphone-xs-64-gb-gold-unlocked/7737c5d7-56dc-4a95-a53a-b97467045c96,iPhone XS 64 GB - Gold - Unlocked,iPhone XS,4.1,383 reviews
28_Oct_22,355.09,289.18,318.93,https://www.backmarket.co.uk/en-gb/p/iphone-11-128-gb-white-unlocked/41e0c250-a4ef-4e06-bd42-f8b7f9701c20,iPhone 11 128 GB - White - Unlocked,iPhone 11,4.3,"1,599 reviews"
28_Oct_22,349.00,290.66,312.23,https://www.backmarket.co.uk/en-gb/p/iphone-11-128-gb-yellow-unlocked/4b705367-37ed-42e7-b642-ff30c2a1cb71,iPhone 11 128 GB - Yellow - Unlocked,iPhone 11,4.3,"1,597 reviews"
28_Oct_22,363.15,300.78,340.25,https://www.backmarket.co.uk/en-gb/p/iphone-11-128-gb-green-unlocked/aeab67aa-5c4e-4025-8fef-3c34dc2ff2de,iPhone 11 128 GB - Green - Unlocked,iPhone 11,4.3,"1,597 reviews"
28_Oct_22,598.78,539.52,579.99,https://www.backmarket.co.uk/en-gb/p/iphone-12-pro-max-128-gb-graphite-unlocked/4541b851-9c93-4347-993a-51c17a53c02f,iPhone 12 Pro Max 128 GB - Graphite - Unlocked,iPhone 12 Pro Max,4.2,180 reviews
